Date,Close,High,Low,Open,Volume
2000-05-19,88.80802154541016,90.05078150928418,88.53185266454926,90.05078150928418,775500
2000-05-22,88.2557144165039,88.74887330349823,86.3619842904457,88.74887330349823,1850600
2000-05-23,86.91432189941406,88.51215668694302,86.91432189941406,88.51215668694302,373900
2000-05-24,88.21627044677734,88.41353402112166,86.26336106076863,86.95378357097374,400300
2000-05-25,87.40747833251953,88.96586036552992,87.03267759040311,88.39379607493117,69600
2000-05-26,87.01293182373047,87.5849959867067,86.48032036164913,87.41732200790332,237000
2000-05-30,89.873291015625,89.91274373336671,87.92038148741014,87.92038148741014,118100
2000-05-31,90.12971496582031,90.66232654473849,89.55765067735264,89.55765067735264,216900
2000-06-01,91.56975555419922,91.5697555541992,90.66234306917268,90.83988029450396,128700
2000-06-02,93.38458251953125,93.91719420690501,93.08868713765695,93.6212988250307,108400
2000-06-05,92.7730484008789,93.20702821478903,92.5955112042793,92.79277475605663,192100
2000-06-06,92.29959106445312,92.91110791057368,91.96424311658056,92.43767551357712,209300
2000-06-07,92.91110229492188,93.10836578174762,91.94451120947578,92.2995854857621,85400
2000-06-08,92.57576751708984,93.30564252201897,92.12206143294473,93.30564252201897,248400
2000-06-09,92.24040222167969,93.11822469791254,92.08259143943559,93.11822469791254,20200
2000-06-12,91.44152069091797,92.55605977387275,91.44152069091797,92.55605977387275,17600
2000-06-13,92.63497924804688,92.95060098313392,91.21468144015519,91.53030317524222,40300
2000-06-14,93.20701599121094,93.66072210079778,92.87166799716849,93.26619504898314,353900
2000-06-15,93.20701599121094,93.58181669043485,92.54618317942139,93.22674234380166,338500
2000-06-16,92.83222198486328,93.81853968550995,92.45742125861756,93.81853968550995,855900
2000-06-19,93.7494888305664,94.07497364186663,92.4771391136655,92.51659181806554,160000
2000-06-20,93.23661804199219,93.82840869919302,92.98017542387183,93.81854552157301,182600
2000-06-21,93.41051483154297,93.59806632491708,92.7886335640393,92.7886335640393,137500
2000-06-22,91.8804702758789,93.14397480910974,91.60407865923467,93.14397480910974,182900
2000-06-23,91.21910095214844,92.15685818518101,90.97232273292933,91.91995109473068,238200
2000-06-26,92.27532196044922,92.27532196044922,91.48563157139958,91.62382738948327,26000
2000-06-27,91.76199340820312,92.42335889425622,91.76199340820312,92.11735396787346,40900
2000-06-28,92.18647766113281,92.80835881464512,91.80150361372044,91.80150361372044,51200
2000-06-29,91.07103729248047,91.76201633111842,90.6959343857913,91.37704229530584,48500
2000-06-30,91.91014099121094,91.91014099121094,90.96251200021574,90.96251200021574,16800
2000-07-03,92.9563980102539,92.9563980102539,91.90018747748368,91.91992973043266,7100
2000-07-05,91.6633071899414,92.46286866769127,91.3671733092933,92.40364189156165,27400
2000-07-06,92.11734008789062,92.31476259129374,91.11048532053478,91.5250725776813,40100
2000-07-07,93.4795913696289,93.8152097546941,92.47273621443333,92.47273621443333,65500
2000-07-10,93.32166290283203,93.91393070208842,93.2821783828816,93.2821783828816,77500
2000-07-11,93.67698669433594,94.1310584949618,93.02549237169883,93.02549237169883,40700
2000-07-12,94.19027709960938,94.72331786290626,94.05208134616203,94.28898835207175,2642100
2000-07-13,94.5062255859375,94.94055542986702,94.21996273425667,94.58519464847014,971600
2000-07-14,95.38471221923828,95.47355237343193,94.64437760095795,94.92076919178261,158800
2000-07-17,95.32551574707031,95.96713928684039,95.13796425082984,95.22680443325955,430100
2000-07-18,94.64432525634766,95.07865465885907,94.36793381838586,95.05891241329036,763600
2000-07-19,93.75593566894531,94.49626996828948,93.75593566894531,94.34820310842065,120000
2000-07-20,95.02933502197266,95.02933502197266,93.98299561069925,94.05209349634937,96500
2000-07-21,93.32166290283203,94.40748720146874,93.32166290283203,94.38774494149352,601300
2000-07-24,92.61097717285156,93.8744822973586,92.61097717285156,93.65731735408396,251700
2000-07-25,93.13410949707031,93.19333627576478,92.74913543555618,93.16372288641755,116700
2000-07-26,92.2358169555664,92.79847123279964,92.07787891283428,92.78860010512888,474800
2000-07-27,91.85082244873047,92.59115685858052,91.52507530839644,92.05811608348847,94200
2000-07-28,89.84701538085938,91.91995245292931,89.39294345078692,91.91995245292931,1147800
2000-07-31,90.30106353759766,90.94268674812933,89.96544524285801,90.30106353759766,332900
2000-08-01,91.01178741455078,91.21908107352101,90.51823108366926,90.51823108366926,481700
2000-08-02,91.1993408203125,91.81135068402712,91.03153166413269,91.38689223016053,505900
2000-08-03,91.84097290039062,92.01865320049886,90.30107696611924,90.30107696611924,173500
2000-08-04,92.39376068115234,92.50234309220926,91.9002042672573,92.25556488526173,132900
2000-08-07,93.68685913085938,93.68685913085938,92.5319373609394,92.64051974956435,6500
2000-08-08,93.86456298828125,93.93366088931376,93.3019086513024,93.40061993849167,175400
2000-08-09,93.38086700439453,94.19029946680048,93.38086700439453,94.19029946680048,123100
2000-08-10,92.5023193359375,93.25252489239158,92.4529637072234,93.2031692636775,118000
2000-08-11,93.06504821777344,93.23285749012199,92.2950997917036,92.57149153439534,129400
2000-08-14,94.39761352539062,94.39761352539062,93.12423779133485,93.18346456966302,70100
2000-08-15,94.15083312988281,94.46670927374487,93.8843126334992,94.21005990685696,343600
2000-08-16,93.49930572509766,94.59500071406364,93.4696923470175,94.30873805928876,155000
2000-08-17,94.7134780883789,94.94051404419264,93.81520539363764,93.83494765066493,96900
2000-08-18,94.5259780883789,94.9010811760312,94.32855541066716,94.84185437271768,269000
2000-08-21,94.40748596191406,95.08859392211608,94.40748596191406,94.86155793538207,43000
2000-08-22,95.0392074584961,95.45379477811147,94.84178492534592,95.01946520518108,380100
2000-08-23,95.2859878540039,95.3846991228882,94.34823079960317,94.68384911380976,239100
2000-08-24,95.44390869140625,95.66107344383265,95.18725943853867,95.21687281386954,53100
2000-08-25,95.49327850341797,95.75979892099005,95.39456723765053,95.58211864260866,136000
2000-08-28,95.88811492919922,96.49025359614188,95.45378539894548,95.45378539894548,354000
2000-08-29,95.81900787353516,95.86836349724668,95.55248750549298,95.67094100240061,66900
2000-08-30,95.01944732666016,95.47351906746906,95.01944732666016,95.47351906746906,260100
2000-08-31,96.19412231445312,96.6876786116027,95.31559210552686,95.3945611130708,843400
2000-09-01,96.21387481689453,96.9542093414936,96.14477692793194,96.67781778564327,278000
2000-09-05,95.62158966064453,96.04604804357089,95.31558477993016,95.88811004062154,140700
2000-09-06,94.67396545410156,95.69069138901683,94.67396545410156,95.57223788203642,153200
2000-09-07,95.35511016845703,95.35511016845703,94.68387336809937,94.91090934469092,84000
2000-09-08,94.70365905761719,94.84185493283155,94.41739617324457,94.84185493283155,62600
2000-09-11,94.46669006347656,95.42418942984618,94.13107172887278,94.52591682840664,93300
2000-09-12,93.815185546875,94.68384467230904,93.815185546875,94.5653911552044,109000
2000-09-13,94.01261901855469,94.10145916672425,93.40060910894209,93.40060910894209,197900
2000-09-14,93.77572631835938,94.64438567793997,93.70662841475637,94.6049011615954,99900
2000-09-15,92.6504135131836,93.71649540743289,92.5122177120772,93.71649540743289,298900
2000-09-18,91.60408020019531,92.98603830666377,91.58433794153149,92.70964668537009,144700
2000-09-19,92.45299530029297,92.6010622370327,91.71266061659426,91.99892336095776,128300
2000-09-20,91.76789093017578,92.36128175416658,90.78879607059098,92.33161221296704,127700
2000-09-21,91.6788558959961,91.85687309191066,91.22392306199224,91.85687309191066,284200
2000-09-22,91.93602752685547,91.93602752685547,90.037176700139,90.037176700139,124600
2000-09-25,91.10527801513672,92.30194960000772,91.09538816732787,92.27228005658117,49300
2000-09-26,90.2745361328125,91.6986743014283,90.2745361328125,91.441538243206,10500
2000-09-27,90.32398986816406,90.84815185907753,90.06685379714992,90.81848231242205,155200
2000-09-28,92.43053436279297,92.51954300919411,90.49212384116795,90.49212384116795,99100
2000-09-29,90.95693969726562,92.05471291748923,90.95693969726562,92.00526367333501,60400
2000-10-02,91.06570434570312,91.6986545062293,90.82834803550581,91.46129819603199,223700
2000-10-03,90.13606262207031,92.22282027110003,90.13606262207031,91.53053100364941,134300
2000-10-04,90.93712615966797,91.22393166903505,89.87891272855492,90.27450653457849,90000
2000-10-05,91.32289123535156,91.49101871542531,90.749279832747,91.0163058305112,114100
2000-10-06,89.29542541503906,91.38218305847391,88.61302599609591,91.25361505200637,103800
2000-10-09,88.82075500488281,89.3745866806732,88.38560154533323,89.3251374239062,29300
2000-10-10,87.3471450805664,89.3053351537041,87.34714508056642,88.74161376901296,123800
2000-10-11,86.55596923828125,87.63396291366661,85.64610301685508,87.09002115085748,350200
2000-10-12,84.43952178955078,87.03066195221912,84.06370756748437,86.97132286452442,155200
2000-10-13,86.9515609741211,87.09001887376141,84.14284358141745,84.28130148105777,322200
2000-10-16,87.38668823242188,87.43613746750134,86.57572077711873,87.07021312791333,349600
2000-10-17,85.44823455810547,87.56466073813262,85.18120882511138,87.48554200243066,157600
2000-10-18,85.29995727539062,86.01202648395041,82.93628309697691,83.1538597995924,81800
2000-10-19,88.09880065917969,88.09880065917969,86.52631420825809,86.55598376393586,73300
2000-10-20,88.75153350830078,89.31525508284649,87.84166710727965,87.97023518568481,177100
2000-10-23,89.03832244873047,89.18667020356007,88.05922726685506,88.41526187844612,30300
2000-10-24,88.34600830078125,89.79981589287962,88.12843165434475,89.19653519139662,51700
