time,open,high,low,close
2016-03-20T21:30:00-04:00,3695.4986,3701.5769,3689.5711,3700.2867
2016-03-20T21:35:00-04:00,3701.0261,3708.021,3701.0261,3701.2614
2016-03-20T21:40:00-04:00,3700.7678,3700.7678,3692.6852,3692.7166
2016-03-20T21:45:00-04:00,3692.8182,3702.0961,3692.6518,3702.0961
2016-03-20T21:50:00-04:00,3702.5995,3719.4496,3702.5995,3719.4496
2016-03-20T21:55:00-04:00,3719.6838,3725.0335,3719.6838,3725.0335
2016-03-20T22:00:00-04:00,3725.6585,3737.8863,3725.6585,3737.4329
2016-03-20T22:05:00-04:00,3737.4247,3737.9936,3725.9578,3725.9578
2016-03-20T22:10:00-04:00,3725.6561,3726.6824,3724.3081,3725.2605
2016-03-20T22:15:00-04:00,3724.9233,3724.9751,3714.2662,3714.7629
2016-03-20T22:20:00-04:00,3715.3118,3724.3276,3715.3118,3724.2287
2016-03-20T22:25:00-04:00,3724.0874,3726.5512,3722.3625,3726.5512
2016-03-20T22:30:00-04:00,3726.4244,3737.906,3726.4244,3737.8704
2016-03-20T22:35:00-04:00,3737.9697,3751.5086,3737.8741,3751.5086
2016-03-20T22:40:00-04:00,3751.8354,3752.6353,3746.0058,3746.0345
2016-03-20T22:45:00-04:00,3746.2548,3746.2548,3744.2292,3744.6141
2016-03-20T22:50:00-04:00,3744.5432,3744.9735,3740.2646,3742.5166
2016-03-20T22:55:00-04:00,3742.7541,3757.4206,3742.7541,3757.3168
2016-03-20T23:00:00-04:00,3757.6491,3759.9944,3753.1859,3753.3031
2016-03-20T23:05:00-04:00,3752.8659,3752.8659,3748.6608,3749.044
2016-03-20T23:10:00-04:00,3748.7633,3749.0217,3738.1508,3738.5172
2016-03-20T23:15:00-04:00,3738.1249,3741.2582,3737.8929,3739.157
2016-03-20T23:20:00-04:00,3739.0303,3739.0303,3733.924,3734.541
2016-03-20T23:25:00-04:00,3733.8856,3734.2828,3731.6282,3732.3722
2016-03-20T23:30:00-04:00,3732.0883,3732.6694,3732.0883,3732.6694
2016-03-21T01:00:00-04:00,3732.5683,3740.2755,3732.5683,3736.7123
2016-03-21T01:05:00-04:00,3737.0095,3737.0095,3727.2432,3727.2432
2016-03-21T01:10:00-04:00,3726.9459,3731.6869,3725.5724,3731.2027
2016-03-21T01:15:00-04:00,3731.3018,3734.6663,3730.7911,3734.5979
2016-03-21T01:20:00-04:00,3734.8187,3739.8263,3734.4778,3739.8263
2016-03-21T01:25:00-04:00,3739.8525,3742.7793,3739.0816,3739.0816
2016-03-21T01:30:00-04:00,3739.7365,3740.6082,3736.8787,3737.0826
2016-03-21T01:35:00-04:00,3736.8601,3737.0229,3735.5032,3735.715
2016-03-21T01:40:00-04:00,3735.5073,3737.135,3729.4793,3729.4793
2016-03-21T01:45:00-04:00,3729.4506,3729.4506,3722.2848,3723.9905
2016-03-21T01:50:00-04:00,3724.6331,3727.013,3723.2867,3723.2867
2016-03-21T01:55:00-04:00,3722.9482,3722.9482,3713.8911,3714.8785
2016-03-21T02:00:00-04:00,3715.156,3721.2817,3714.5664,3720.2904
2016-03-21T02:05:00-04:00,3720.1819,3720.676,3718.49,3718.49
2016-03-21T02:10:00-04:00,3717.736,3717.8171,3710.1473,3710.1473
2016-03-21T02:15:00-04:00,3710.65,3721.2448,3709.2511,3721.1594
2016-03-21T02:20:00-04:00,3721.3026,3722.6951,3721.3026,3722.0016
2016-03-21T02:25:00-04:00,3722.2017,3729.5386,3721.4531,3729.5386
2016-03-21T02:30:00-04:00,3730.5085,3736.1325,3730.2092,3734.2061
2016-03-21T02:35:00-04:00,3733.9912,3733.9912,3731.6776,3733.7465
2016-03-21T02:40:00-04:00,3734.1994,3743.4669,3734.1994,3742.734
2016-03-21T02:45:00-04:00,3743.152,3743.152,3739.8312,3740.2045
2016-03-21T02:50:00-04:00,3739.8233,3742.2501,3739.6482,3742.1749
2016-03-21T02:55:00-04:00,3742.3774,3748.0841,3741.9838,3748.0841
2016-03-21T03:00:00-04:00,3748.0633,3748.4396,3747.7731,3747.7731
2016-03-21T21:30:00-04:00,3718.9646,3720.9715,3707.6108,3719.7909
2016-03-21T21:35:00-04:00,3719.5707,3733.8723,3716.7201,3733.8723
2016-03-21T21:40:00-04:00,3733.6977,3734.3569,3729.7967,3734.3569
2016-03-21T21:45:00-04:00,3734.2985,3738.5155,3734.2985,3738.0352
2016-03-21T21:50:00-04:00,3738.1225,3738.5183,3723.881,3723.881
2016-03-21T21:55:00-04:00,3724.048,3731.6387,3723.9893,3731.1614
2016-03-21T22:00:00-04:00,3731.4275,3743.6104,3731.2486,3743.57
2016-03-21T22:05:00-04:00,3743.8314,3746.557,3743.1281,3743.1281
2016-03-21T22:10:00-04:00,3743.1206,3745.7719,3741.1941,3741.1941
2016-03-21T22:15:00-04:00,3740.8846,3741.8741,3739.1812,3741.5874
2016-03-21T22:20:00-04:00,3741.4199,3741.4228,3735.531,3735.929
2016-03-21T22:25:00-04:00,3735.6925,3744.8431,3735.6925,3744.8431
2016-03-21T22:30:00-04:00,3744.5878,3751.0197,3744.5878,3749.8069
2016-03-21T22:35:00-04:00,3749.8929,3750.4144,3742.5949,3742.5949
2016-03-21T22:40:00-04:00,3742.6325,3742.6325,3738.7835,3738.7835
2016-03-21T22:45:00-04:00,3738.6332,3738.6332,3729.5323,3732.4995
2016-03-21T22:50:00-04:00,3733.044,3734.7869,3729.9343,3729.9343
2016-03-21T22:55:00-04:00,3729.8252,3730.0431,3724.788,3729.7843
2016-03-21T23:00:00-04:00,3729.9274,3736.2359,3729.9274,3735.4952
2016-03-21T23:05:00-04:00,3735.4504,3740.2648,3735.4504,3739.5979
2016-03-21T23:10:00-04:00,3739.215,3739.215,3734.7542,3734.9418
2016-03-21T23:15:00-04:00,3735.1426,3735.3306,3730.219,3730.219
2016-03-21T23:20:00-04:00,3729.9654,3730.0321,3725.7436,3726.2597
2016-03-21T23:25:00-04:00,3726.3649,3726.8237,3720.6633,3720.6633
2016-03-21T23:30:00-04:00,3720.853,3720.853,3720.5205,3720.5502
2016-03-22T01:00:00-04:00,3720.16,3722.4626,3717.8014,3722.1028
2016-03-22T01:05:00-04:00,3722.2976,3727.2689,3722.0428,3727.0109
2016-03-22T01:10:00-04:00,3727.3321,3729.0671,3724.5379,3724.5379
2016-03-22T01:15:00-04:00,3724.1478,3724.3738,3720.9465,3722.8374
2016-03-22T01:20:00-04:00,3723.1566,3736.0682,3723.0288,3735.9537
2016-03-22T01:25:00-04:00,3735.6802,3736.9825,3734.1965,3736.4541
2016-03-22T01:30:00-04:00,3736.7748,3738.2904,3731.4145,3731.4145
2016-03-22T01:35:00-04:00,3731.293,3731.293,3723.4545,3724.193
2016-03-22T01:40:00-04:00,3724.4938,3728.8444,3724.3202,3728.8444
2016-03-22T01:45:00-04:00,3729.0015,3737.3665,3729.0015,3736.4079
2016-03-22T01:50:00-04:00,3736.3245,3737.0629,3733.4175,3736.8274
2016-03-22T01:55:00-04:00,3737.0592,3749.6617,3737.0592,3748.8747
2016-03-22T02:00:00-04:00,3748.8966,3749.0582,3742.97,3743.0982
2016-03-22T02:05:00-04:00,3743.1691,3743.2789,3739.1448,3740.2663
2016-03-22T02:10:00-04:00,3740.6579,3741.5562,3732.0882,3732.0882
2016-03-22T02:15:00-04:00,3732.0812,3736.588,3731.1825,3736.5134
2016-03-22T02:20:00-04:00,3736.3573,3736.4882,3733.9602,3734.9943
2016-03-22T02:25:00-04:00,3734.9945,3744.9385,3734.9945,3744.4734
2016-03-22T02:30:00-04:00,3744.8504,3744.969,3743.0727,3743.2339
2016-03-22T02:35:00-04:00,3743.4547,3743.6561,3736.2801,3736.7227
2016-03-22T02:40:00-04:00,3736.2566,3736.5316,3733.6769,3733.6769
2016-03-22T02:45:00-04:00,3733.4523,3733.4523,3717.0289,3717.0289
2016-03-22T02:50:00-04:00,3716.8511,3724.8392,3716.2085,3724.4885
2016-03-22T02:55:00-04:00,3724.1752,3724.3441,3723.1939,3724.3441
2016-03-22T03:00:00-04:00,3724.4503,3724.7267,3724.1096,3724.1096
