Index,Period,Mean Return (%),Std Dev (%),Win Rate (%),Count
SZ50 (SSE 50),All Trading Days,0.02796517159597898,1.4676144662998094,52.530917457578376,6954
SZ50 (SSE 50),4th_Wed (Option),0.11628054410245611,1.2600248472837035,52.90697674418605,344
SZ50 (SSE 50),3rd_Fri (Future),0.14714361227318604,1.4078492807606735,53.333333333333336,345
HS300 (CSI 300),All Trading Days,-0.0034346059712586957,1.1043738049540488,49.465899753492195,1217
HS300 (CSI 300),4th_Wed (Option),0.0059187319292651015,0.9427350619166636,60.0,60
HS300 (CSI 300),3rd_Fri (Future),-0.18987221400728005,1.1495290187167024,47.540983606557376,61
ZZ1000 (CSI 1000),All Trading Days,0.02417101160837331,1.733206409271756,54.070605187319885,2776
ZZ1000 (CSI 1000),4th_Wed (Option),0.03048621413693767,1.4609768263883842,54.74452554744526,137
ZZ1000 (CSI 1000),3rd_Fri (Future),-0.014555086026873576,1.6011988447670211,52.55474452554745,137
