Index,Period,Mean (%),Std (%),Min (%),25% (%),50% (%),75% (%),Max (%),WinRate (%),Count
SZ50 (SSE 50),All Trading Days,0.02925191013059738,1.4806921753675264,-8.840629585265935,-0.5834370542171841,0.06465922897246346,0.7100348483900343,9.455139070706231,53.18699873364289,4738
SZ50 (SSE 50),4th_Wed (Option),0.10338332922953043,1.1619335496243441,-3.2017411823660358,-0.5016485432348367,0.10378781308257867,0.7492240605178557,4.146940750898143,53.84615384615385,234
SZ50 (SSE 50),3rd_Fri (Future),0.12525608434246416,1.4658620590069171,-6.415242465901172,-0.5990745821862153,0.0915088592500446,0.8000577783512708,9.455139070706231,54.46808510638298,235
HS300 (CSI 300),All Trading Days,-0.0034346059712586957,1.1043738049540488,-7.051528636574367,-0.5984496327984701,-0.02302492421198954,0.5761489575782708,8.482648927939529,49.465899753492195,1217
HS300 (CSI 300),4th_Wed (Option),0.0059187319292651015,0.9427350619166636,-1.8903783338254043,-0.5850475995222371,0.09124061944970618,0.5150555356669417,2.944407640997704,60.0,60
HS300 (CSI 300),3rd_Fri (Future),-0.18987221400728005,1.1495290187167024,-2.6193348840897412,-0.7882832745208734,-0.0672737026222725,0.4993505325583403,3.6167384899825405,47.540983606557376,61
ZZ1000 (CSI 1000),All Trading Days,0.02417101160837331,1.733206409271756,-11.39424499097813,-0.7403975826624776,0.10273352251448653,0.9062086996520891,11.143611350490001,54.070605187319885,2776
ZZ1000 (CSI 1000),4th_Wed (Option),0.03048621413693767,1.4609768263883842,-4.788157710173591,-0.6677738970324754,0.1405499727515913,0.7828052076947145,5.205797577629223,54.74452554744526,137
ZZ1000 (CSI 1000),3rd_Fri (Future),-0.014555086026873576,1.6011988447670211,-6.527029519434546,-0.7211668833268736,0.10775303412038362,0.9484520636528382,5.530557047640161,52.55474452554745,137
