time,open,high,low,close,Volume
2025-03-20T09:30:00-04:00,474.47381805,476.55327259,473.79724911,476.40402944,116870
2025-03-20T09:35:00-04:00,476.38413035,477.15024518,476.10554314,477.11044701,109271
2025-03-20T09:40:00-04:00,477.07064883,477.41888285,476.38413035,476.84180934,81426
2025-03-20T09:45:00-04:00,476.87165797,477.82681412,476.77216254,477.42883239,61480
2025-03-20T09:50:00-04:00,477.42883239,477.98600681,477.20994244,477.66762143,50296
2025-03-20T09:55:00-04:00,477.57807554,478.16509859,477.08059838,478.01585544,73705
2025-03-20T10:00:00-04:00,477.99595636,480.08536044,477.7770664,479.76697505,96721
2025-03-20T10:05:00-04:00,479.78687414,480.2147045,479.28939698,479.72717688,76433
2025-03-20T10:10:00-04:00,479.73712642,479.93611729,479.27944743,479.65753008,34530
2025-03-20T10:15:00-04:00,479.6177319,480.66243394,479.02075931,480.43359445,69903
2025-03-20T10:20:00-04:00,480.33409902,481.3191038,480.00576409,481.11016339,41842
2025-03-20T10:25:00-04:00,481.11016339,481.64743873,480.81167709,480.90122298,40013
2025-03-20T10:30:00-04:00,480.89127344,480.99076887,480.40374582,480.45349354,61005
2025-03-20T10:35:00-04:00,480.48334217,481.65738827,480.16495678,481.0902643,59385
2025-03-20T10:40:00-04:00,481.06041567,481.9857232,480.93107161,481.7568837,52922
2025-03-20T10:45:00-04:00,481.78673233,482.09516817,481.64743873,481.79668187,53063
2025-03-20T10:50:00-04:00,481.77678279,481.77678279,480.85147527,481.18975974,68868
2025-03-20T10:55:00-04:00,481.16986065,481.26935608,480.41369536,480.66243394,62664
2025-03-20T11:00:00-04:00,480.69228257,480.79177801,479.85652094,480.18485587,41431
2025-03-20T11:05:00-04:00,480.16495678,480.98081933,479.90626866,480.97086978,31218
2025-03-20T11:10:00-04:00,480.89127344,481.11016339,480.54303943,480.77187892,27912
2025-03-20T11:15:00-04:00,480.87137435,480.93107161,480.18485587,480.25450267,32406
2025-03-20T11:20:00-04:00,480.2843513,480.73208075,479.985865,480.52314034,38008
2025-03-20T11:25:00-04:00,480.46344308,480.66243394,480.16495678,480.39379628,15019
2025-03-20T11:30:00-04:00,480.38384673,480.55298897,479.30929606,479.50828693,53932
2025-03-20T11:35:00-04:00,479.50828693,479.69732825,478.83171799,479.69732825,58612
2025-03-20T11:40:00-04:00,479.69732825,480.37389719,479.69732825,480.29430084,30363
2025-03-20T11:45:00-04:00,480.25450267,480.96092024,480.06546135,480.73208075,45325
2025-03-20T11:50:00-04:00,480.76192938,480.92112207,480.19480541,480.68233303,17416
2025-03-20T11:55:00-04:00,480.66243394,480.66243394,479.19985109,479.30929606,49122
2025-03-20T12:00:00-04:00,479.28939698,480.57288806,479.06055748,479.57793373,140636
2025-03-20T12:05:00-04:00,479.5480851,479.7769246,478.84166753,479.00086022,34736
2025-03-20T12:10:00-04:00,479.06055748,479.22969972,478.29444265,478.98096114,40297
2025-03-20T12:15:00-04:00,479.02075931,479.05060794,478.56308032,478.79191982,18177
2025-03-20T12:20:00-04:00,478.77202073,478.78197027,478.0755527,478.12530042,24209
2025-03-20T12:25:00-04:00,478.09545179,478.35413991,476.52342396,476.78211208,82465
2025-03-20T12:30:00-04:00,476.81196071,477.47858011,476.71246528,476.89155706,53706
2025-03-20T12:35:00-04:00,476.89155706,477.76711686,476.66271756,477.65767189,50182
2025-03-20T12:40:00-04:00,477.65767189,477.65767189,476.38413035,476.70251573,37482
2025-03-20T12:45:00-04:00,476.67764188,477.10049746,476.37418081,476.42392852,54174
2025-03-20T12:50:00-04:00,476.45377715,477.38903422,476.36423126,477.3392865,35229
2025-03-20T12:55:00-04:00,477.35918559,477.568126,476.48362578,476.68261665,40219
2025-03-20T13:00:00-04:00,476.69256619,477.34923605,476.56322213,477.30943787,36590
2025-03-20T13:05:00-04:00,477.36913513,478.27454357,477.28953879,478.0755527,63964
2025-03-20T13:10:00-04:00,478.0755527,478.24469494,477.53827737,477.88651138,42598
2025-03-20T13:15:00-04:00,477.87656184,477.96610773,477.09054792,477.54822691,27969
2025-03-20T13:20:00-04:00,477.57807554,477.59797463,476.57317167,476.65774279,31389
2025-03-20T13:25:00-04:00,476.67266711,476.8318598,475.62796506,475.64786415,59134
2025-03-20T13:30:00-04:00,475.65781369,476.62291939,475.54836872,476.31448355,56279
2025-03-20T13:35:00-04:00,476.32443309,476.86170843,475.94635045,476.78211208,31010
2025-03-20T13:40:00-04:00,476.75226345,476.9015066,476.26473583,476.86170843,15885
2025-03-20T13:45:00-04:00,476.93135523,477.42883239,476.55327259,476.76221299,41633
2025-03-20T13:50:00-04:00,476.72241482,476.76221299,476.07569451,476.0955936,23628
2025-03-20T13:55:00-04:00,476.0955936,476.24483675,475.75730913,476.08564405,21335
2025-03-20T14:00:00-04:00,476.10554314,476.67266711,475.99609816,476.4637267,22670
2025-03-20T14:05:00-04:00,476.45377715,476.84180934,476.32443309,476.59307076,20935
2025-03-20T14:10:00-04:00,476.72241482,477.2696397,476.67266711,476.77216254,57703
2025-03-20T14:15:00-04:00,476.79206162,477.06069929,476.63286893,476.69256619,14945
2025-03-20T14:20:00-04:00,476.62291939,476.62291939,475.71751095,476.11549268,74328
2025-03-20T14:25:00-04:00,476.10554314,476.20503857,475.02104293,475.12053836,81868
2025-03-20T14:30:00-04:00,475.09068973,475.24988242,474.84195115,474.95139612,82406
2025-03-20T14:35:00-04:00,474.95139612,475.93640091,474.95139612,475.76725867,71566
2025-03-20T14:40:00-04:00,475.77720821,475.78715776,475.09068973,475.17028608,39879
2025-03-20T14:45:00-04:00,475.14043745,475.96624954,475.09068973,475.92645136,53290
2025-03-20T14:50:00-04:00,475.89660273,476.88160751,475.88665319,476.77216254,56990
2025-03-20T14:55:00-04:00,476.82191025,476.89155706,475.25983196,475.37922648,58144
2025-03-20T15:00:00-04:00,475.34937785,476.39407989,475.29963014,476.11549268,69340
2025-03-20T15:05:00-04:00,476.07569451,476.51347441,475.93640091,476.02594679,26019
2025-03-20T15:10:00-04:00,476.00604771,476.51347441,475.91650182,476.15529086,35089
2025-03-20T15:15:00-04:00,476.17518994,476.84180934,476.12544223,476.65276802,36511
2025-03-20T15:20:00-04:00,476.64281848,477.27958924,476.64281848,476.85175888,46953
2025-03-20T15:25:00-04:00,476.94130477,476.94130477,475.58816689,475.66776324,42188
2025-03-20T15:30:00-04:00,475.71751095,476.54332304,475.71751095,476.18513949,49683
2025-03-20T15:35:00-04:00,476.0955936,476.88160751,476.08564405,476.38413035,21011
2025-03-20T15:40:00-04:00,476.35428172,477.04080021,476.32443309,477.04080021,29940
2025-03-20T15:45:00-04:00,477.03085066,477.7770664,477.01095158,477.66762143,56190
2025-03-20T15:50:00-04:00,477.568126,477.6377728,476.50352487,476.77216254,88919
2025-03-20T15:55:00-04:00,476.81196071,477.76711686,476.64281848,476.92140569,186574
2025-03-21T09:30:00-04:00,471.77749183,473.00128565,470.90193203,471.66804686,203801
2025-03-21T09:35:00-04:00,471.70784503,471.71779457,470.51389984,471.18051924,134853
2025-03-21T09:40:00-04:00,471.22031741,472.77244615,470.93178066,472.25506991,98178
2025-03-21T09:45:00-04:00,472.35456534,473.1505288,471.85708818,472.81224433,72990
2025-03-21T09:50:00-04:00,472.80229478,473.67785459,472.16552402,473.20027651,104108
2025-03-21T09:55:00-04:00,473.18037743,473.93654271,472.82219387,473.14057925,106282
2025-03-21T10:00:00-04:00,473.16047834,473.34951966,472.40431305,473.20027651,131384
2025-03-21T10:05:00-04:00,473.24007469,473.59825824,472.15557447,472.3446158,85759
2025-03-21T10:10:00-04:00,472.28491854,473.20027651,471.80734046,473.080882,69452
2025-03-21T10:15:00-04:00,473.07093245,473.5186619,472.60330392,473.24007469,48101
2025-03-21T10:20:00-04:00,473.24007469,474.38427216,472.81224433,474.16538221,65155
2025-03-21T10:25:00-04:00,474.08578586,474.41412079,473.59825824,473.76740048,44796
2025-03-21T10:30:00-04:00,473.77735002,474.05593723,473.2898224,473.75745094,37360
2025-03-21T10:35:00-04:00,473.77735002,474.11563449,473.01123519,473.02118474,27635
2025-03-21T10:40:00-04:00,473.00128565,473.76740048,472.56350575,473.61815733,64034
2025-03-21T10:45:00-04:00,473.5883087,474.04598769,473.2898224,473.73755185,23749
2025-03-21T10:50:00-04:00,473.68780413,473.90669408,473.12068017,473.62810687,19884
2025-03-21T10:55:00-04:00,473.68780413,474.9911943,473.57835916,474.92154749,70977
2025-03-21T11:00:00-04:00,474.98124475,475.34937785,474.70265754,474.74245572,60643
2025-03-21T11:05:00-04:00,474.72255663,475.0608411,474.51361622,474.80215298,22503
2025-03-21T11:10:00-04:00,474.80215298,474.93149704,473.85694637,473.85694637,33263
2025-03-21T11:15:00-04:00,473.91664363,474.00618952,473.31967103,473.32962058,39991
2025-03-21T11:20:00-04:00,473.34951966,473.61815733,472.99133611,473.17042788,44333
2025-03-21T11:25:00-04:00,473.19032697,473.31967103,472.9216893,473.14057925,21819
2025-03-21T11:30:00-04:00,473.07093245,473.85694637,472.96148748,473.43906555,40433
2025-03-21T11:35:00-04:00,473.33957012,473.5883087,473.1505288,473.21022606,27138
2025-03-21T11:40:00-04:00,473.21022606,473.35946921,472.20532219,472.30481762,48604
2025-03-21T11:45:00-04:00,472.26501945,473.1505288,472.23517082,472.8520425,42044
2025-03-21T11:50:00-04:00,472.90179022,473.38931784,472.37446443,473.06098291,59195
2025-03-21T11:55:00-04:00,473.06098291,473.56840961,472.94158839,472.98138656,45703
2025-03-21T12:00:00-04:00,472.91173976,473.49876281,472.20532219,473.30972149,120376
2025-03-21T12:05:00-04:00,473.29977195,474.11563449,473.21022606,474.0260886,35340
2025-03-21T12:10:00-04:00,474.04598769,475.17028608,474.03603815,475.05089156,49882
2025-03-21T12:15:00-04:00,475.09068973,476.11549268,474.87179978,475.85680456,68132
2025-03-21T12:20:00-04:00,475.77720821,476.6030203,475.77720821,476.51347441,104965
2025-03-21T12:25:00-04:00,476.57317167,476.66271756,476.04584588,476.10554314,49218
2025-03-21T12:30:00-04:00,476.0955936,476.73236436,475.99609816,476.48362578,47846
2025-03-21T12:35:00-04:00,476.37418081,476.43387807,475.69761187,476.05579542,38123
2025-03-21T12:40:00-04:00,476.00604771,476.32443309,475.53841918,475.61801552,32898
2025-03-21T12:45:00-04:00,475.67771278,476.59307076,475.67771278,476.43387807,28538
2025-03-21T12:50:00-04:00,476.40402944,476.74231391,476.18513949,476.45377715,16666
2025-03-21T12:55:00-04:00,476.44382761,477.32933696,476.28463492,477.30943787,50465
2025-03-21T13:00:00-04:00,477.28953879,477.28953879,476.32443309,476.59307076,57537
2025-03-21T13:05:00-04:00,476.59307076,476.93135523,476.52342396,476.77216254,26965
2025-03-21T13:10:00-04:00,476.79206162,476.93135523,476.08564405,476.20503857,28304
2025-03-21T13:15:00-04:00,476.2348872,476.29458446,475.65781369,475.67771278,26335
2025-03-21T13:20:00-04:00,475.65781369,476.29458446,475.55831826,476.1652404,39326
2025-03-21T13:25:00-04:00,476.12544223,476.22493766,475.24988242,475.52846963,30148
2025-03-21T13:30:00-04:00,475.58816689,475.7971073,475.0608411,475.68766232,32824
2025-03-21T13:35:00-04:00,475.66776324,476.36423126,475.59811644,476.36423126,19745
2025-03-21T13:40:00-04:00,476.34433218,476.87165797,476.20503857,476.55327259,33776
2025-03-21T13:45:00-04:00,476.59307076,477.15024518,476.55327259,477.09054792,20988
2025-03-21T13:50:00-04:00,477.10049746,477.4089333,476.78211208,477.00100203,51214
2025-03-21T13:55:00-04:00,477.00100203,477.05074975,476.29458446,476.38413035,30016
2025-03-21T14:00:00-04:00,476.36423126,476.88160751,476.35428172,476.76221299,27581
2025-03-21T14:05:00-04:00,476.72241482,476.77216254,476.17518994,476.49357533,32681
2025-03-21T14:10:00-04:00,476.48362578,476.65276802,476.07569451,476.45377715,30653
2025-03-21T14:15:00-04:00,476.44382761,476.67266711,476.1652404,476.6030203,23712
2025-03-21T14:20:00-04:00,476.6030203,476.70251573,475.97619908,476.13539177,18682
2025-03-21T14:25:00-04:00,476.03589634,476.25478629,475.78715776,475.94635045,13843
2025-03-21T14:30:00-04:00,475.99609816,476.51347441,475.96624954,476.27468538,28260
2025-03-21T14:35:00-04:00,476.29458446,476.8318598,476.15529086,476.67266711,21363
2025-03-21T14:40:00-04:00,476.65276802,477.09054792,476.61296985,477.00100203,30010
2025-03-21T14:45:00-04:00,476.94130477,477.08059838,476.21498812,476.55327259,27511
2025-03-21T14:50:00-04:00,476.61296985,476.68261665,476.10554314,476.33438263,27111
2025-03-21T14:55:00-04:00,476.36423126,476.8318598,476.36423126,476.42392852,36043
2025-03-21T15:00:00-04:00,476.40402944,476.4637267,475.80705684,475.97619908,53845
2025-03-21T15:05:00-04:00,475.98614862,476.18513949,475.53841918,475.63791461,58098
2025-03-21T15:10:00-04:00,475.58816689,475.90655228,475.27973105,475.81700639,100363
2025-03-21T15:15:00-04:00,475.80705684,476.03589634,475.52846963,475.90655228,54484
2025-03-21T15:20:00-04:00,475.8667541,476.19508903,475.38917603,476.07569451,61418
2025-03-21T15:25:00-04:00,476.02594679,476.06574497,475.61801552,475.92645136,41597
2025-03-21T15:30:00-04:00,475.90655228,476.11549268,475.78715776,475.90655228,63161
2025-03-21T15:35:00-04:00,475.93640091,476.37418081,475.71751095,476.08564405,93607
2025-03-21T15:40:00-04:00,476.06574497,476.2348872,475.68766232,476.14534131,74886
2025-03-21T15:45:00-04:00,476.14534131,476.50352487,476.02594679,476.20503857,130874
2025-03-21T15:50:00-04:00,476.22493766,477.74721778,476.22493766,477.64772234,241066
2025-03-21T15:55:00-04:00,477.59797463,479.17000246,477.53827737,478.61282804,580799
