time,open,high,low,close,Volume
2012-01-03T20:30:00-05:00,2520.5826,2522.9419,2501.4429,2503.0346,18806727
2012-01-03T21:30:00-05:00,2503.3065,2504.8281,2484.8498,2486.221,9791927
2012-01-03T22:30:00-05:00,2486.2659,2486.2659,2486.2332,2486.2627,15249
2012-01-03T23:30:00-05:00,2486.1642,2489.3877,2478.1746,2479.3903,4301753
2012-01-04T00:30:00-05:00,2479.6179,2488.4617,2463.1629,2464.8847,10976003
2012-01-04T01:30:00-05:00,2464.3489,2467.9327,2448.7626,2449.3444,8165046
2012-01-04T20:30:00-05:00,2436.867,2452.6473,2425.1853,2431.2589,17054529
2012-01-04T21:30:00-05:00,2431.2711,2457.4505,2424.1287,2446.4238,15620955
2012-01-04T22:30:00-05:00,2446.4471,2446.9278,2446.4471,2446.9193,25461
2012-01-04T23:30:00-05:00,2446.8562,2448.2517,2441.3041,2446.8871,4050433
2012-01-05T00:30:00-05:00,2446.5147,2446.5147,2407.9564,2408.5339,15189009
2012-01-05T01:30:00-05:00,2407.9144,2416.0645,2405.2,2409.1675,10629316
2012-01-05T20:30:00-05:00,2405.0372,2414.313,2389.4168,2391.1422,15568207
2012-01-05T21:30:00-05:00,2391.1577,2397.3532,2384.5338,2390.36,10635550
2012-01-05T22:30:00-05:00,2390.4368,2390.5068,2390.3964,2390.404,15329
2012-01-05T23:30:00-05:00,2390.241,2391.3432,2380.3996,2380.7168,3888650
2012-01-06T00:30:00-05:00,2381.2404,2416.6202,2379.0987,2412.2133,13431051
2012-01-06T01:30:00-05:00,2411.96,2422.693,2411.828,2421.9581,8947937
2012-01-08T20:30:00-05:00,2423.523,2437.682,2402.1524,2437.682,17442546
2012-01-08T21:30:00-05:00,2437.7263,2487.5231,2437.7263,2465.4149,24709267
2012-01-08T22:30:00-05:00,2465.736,2465.8884,2465.736,2465.8884,38431
2012-01-08T23:30:00-05:00,2467.0988,2471.5936,2463.0581,2471.5936,5296112
2012-01-09T00:30:00-05:00,2471.437,2493.3611,2469.2752,2491.4165,16668643
2012-01-09T01:30:00-05:00,2491.9988,2508.986,2491.8647,2508.986,15621129
2012-01-09T20:30:00-05:00,2504.0581,2537.0014,2502.0044,2534.7278,35982478
2012-01-09T21:30:00-05:00,2534.9489,2558.0476,2530.8828,2557.0712,23332285
2012-01-09T22:30:00-05:00,2557.049,2557.0963,2557.0174,2557.0963,57661
2012-01-09T23:30:00-05:00,2558.1369,2578.7816,2558.1369,2578.5667,14578986
2012-01-10T00:30:00-05:00,2578.7631,2599.2291,2575.7837,2595.1568,30414956
2012-01-10T01:30:00-05:00,2594.781,2597.09,2586.1504,2597.0827,15331818
2012-01-10T20:30:00-05:00,2593.3847,2602.5839,2582.9273,2588.085,35779286
2012-01-10T21:30:00-05:00,2588.262,2600.7317,2583.9943,2585.7089,18503187
2012-01-10T22:30:00-05:00,2585.5484,2585.5484,2585.2798,2585.2798,31852
