Date,Close,High,Low,Open,Volume
2020-10-13,117.09629821777344,117.98624763730848,116.62229716110802,117.1253171844662,13100
2020-10-14,116.05157470703125,117.74344989121359,115.47020640779341,117.36715535909335,37800
2020-10-15,115.21675872802734,115.38410487932389,113.94180615140414,114.17493207101407,30600
2020-10-16,114.6296157836914,116.47723591814746,114.6296157836914,115.98389120148111,51000
2020-10-19,112.64654541015625,115.91615368406214,112.43857121201198,115.91615368406214,50600
2020-10-20,113.07218170166016,114.22911756787649,112.49178015455784,113.09153260201367,49800
2020-10-21,113.21727752685547,114.14592142571115,112.85935969262962,113.1302132406035,28200
2020-10-22,112.90773010253906,113.51618378145854,111.6888817506004,113.28499145762865,24800
2020-10-23,113.17858123779297,113.17858123779297,112.02744629772572,113.16890578832364,40600
2020-10-26,111.41802215576172,113.15923399262415,110.13049367941912,112.22091469054858,74400
2020-10-27,112.29830932617188,112.64655173442559,111.37934081451726,111.84366648559093,46900
2020-10-28,108.04203033447266,110.54743329613302,107.85823367327366,110.54743329613302,138800
2020-10-29,109.80257415771484,110.92371595801444,108.34285804313762,108.49666890903396,79600
2020-10-30,107.23912811279297,109.31890700334891,106.10734403521337,109.01902710178592,130600
2020-11-02,107.27782440185547,108.57405424727901,106.11701395469697,108.00332816375233,74100
2020-11-03,109.72615051269531,109.9186484137608,107.67442385211896,108.06136064830663,61800
2020-11-04,113.9427719116211,114.67988465250369,112.18221661410229,112.64653483531326,109700
2020-11-05,116.9705581665039,117.33718467672198,116.09995212592428,116.57395325814373,146500
2020-11-06,117.04796600341797,117.26078166789375,115.1858363194624,116.69004807859892,47100
2020-11-09,114.6296157836914,118.70211010860949,114.6296157836914,118.2184408436994,154000
2020-11-10,112.51789855957031,113.83637975507884,111.5834463871755,113.32369159945931,84200
2020-11-11,115.21966552734375,115.30672243186316,113.63323130543074,113.63323130543074,65800
2020-11-12,114.55220031738281,116.02255867403312,114.1459200004948,115.57758393931688,44900
2020-11-13,115.64531707763672,115.71108948095247,114.43904441103554,115.2970746379086,39900
2020-11-16,116.14830017089844,116.55554726026442,115.1422675330897,115.5582232642971,47000
2020-11-17,116.13862609863281,116.69000859721413,115.94516140377112,116.62229521599204,29000
2020-11-18,115.64335632324219,116.53524678667792,115.50792955095574,115.94516983019884,35200
2020-11-19,116.20635986328125,116.20635986328125,114.92947346468608,115.08425115188857,52700
2020-11-20,115.49051666259766,116.36983123302007,115.49051666259766,116.14830698822759,37000
2020-11-23,115.4034652709961,116.24504489148215,114.49416488267663,115.8581080849501,50500
2020-11-24,117.08661651611328,117.1543298948487,115.18579311698983,115.88711921556958,90900
2020-11-25,117.74343872070312,117.96592237122374,117.23365108188831,117.42518215394799,44200
2020-11-27,118.74078369140625,119.27282274149495,118.42349387532339,118.54731897148636,35500
2020-11-30,118.9922866821289,119.13738890357568,117.18336139919762,118.95359226439606,84000
2020-12-01,120.64643859863281,121.2268401249223,119.63943903533924,120.0176672034001,92800
2020-12-02,120.76251983642578,120.8399086780879,119.4082520083695,120.10473682291625,140900
2020-12-03,120.93663787841797,121.51027176643782,120.66578431988762,120.86892448878538,93200
2020-12-04,121.35257720947266,121.42996603861681,120.70446237085145,120.96564782416175,74300
2020-12-07,121.7201919555664,122.20289434581413,121.38162499352046,121.51705177833884,76700
2020-12-08,122.46986389160156,122.58110572525938,121.21618842663418,121.9039645138258,54800
2020-12-09,119.80486297607422,122.4843945577776,119.33957785593627,122.45536820552917,148700
2020-12-10,120.20146942138672,120.59807432032463,118.44188066825073,118.93425112234631,128300
2020-12-11,119.92095184326172,119.96931433885399,118.60537092775924,119.51467145529365,54200
2020-12-14,120.8108901977539,121.59443192719546,120.47232323936598,120.47232323936598,184100
2020-12-15,122.10712432861328,122.10712432861328,120.91729489951146,121.77822544877951,64300
2020-12-16,122.76490020751953,123.08411621939304,121.86527534451943,122.31025005156609,84900
2020-12-17,123.587158203125,123.6132767536715,122.94871130550538,123.45173141518262,57900
2020-12-18,123.2679214477539,123.92571179541235,122.24254519824731,123.92571179541235,84300
2020-12-21,122.94432830810547,123.11873146612847,120.90962972594183,122.19827487176967,85100
2020-12-22,123.28343200683594,123.69037759903522,122.36297549833527,123.2931231236435,59000
2020-12-23,122.72147369384766,123.53535009920742,122.67302550165212,123.53535009920742,69000
2020-12-24,123.23500061035156,123.40940376541417,122.82708661456195,123.01214925971061,32000
2020-12-28,124.48485565185547,124.65829039869554,123.60315633255836,124.43640746624513,59200
2020-12-29,124.6302261352539,125.26969205168136,124.26591107935938,125.06623032782696,66600
2020-12-30,124.53333282470703,125.33752558323445,124.349238547123,125.33752558323445,89900
2020-12-31,124.90150451660156,124.99161489809717,124.20874122601569,124.77554217856341,73500
